100000, 79.96, 25.92, 121.44, 0.05, 0.07, 0.73, 0.06, 
110000, 96.79, 31.46, 126.3, 0.07, 0.07, 0.81, 0.07, 
120000, 115.58, 37.21, 117.89, 0.05, 0.08, 0.87, 0.07, 
