0, 0, 0, 0, 0, 0, 0, 0, 
5000, 0.02, 0.02, 0.05, 0, 0.01, 0.02, 0, 
10000, 0.13, 0.05, 0.29, 0, 0, 0.05, 0, 
15000, 0.31, 0.11, 0.83, 0.01, 0, 0.09, 0, 
20000, 0.56, 0.2, 1.75, 0.01, 0, 0.11, 0, 
25000, 0.89, 0.32, 3.03, 0.01, 0, 0.15, 0, 
30000, 1.3, 0.46, 4.68, 0, 0.01, 0.16, 0, 
35000, 1.79, 0.62, 6.63, 0.01, 0, 0.19, 0.01, 
