100000, 20.73, 15.31, 68.83, 0.03, 0.02, 0.71, 0.02, 
101000, 21.73, 16.06, 84.96, 0.05, 0.02, 0.72, 0.02, 
102000, 22.13, 16.35, 81.08, 0.03, 0.02, 0.73, 0.01, 
103000, 22.57, 16.7, 85.78, 0.03, 0.02, 0.74, 0.01, 
104000, 23.02, 17, 85.82, 0.06, 0.02, 1.52, 0.01, 
105000, 23.46, 17.36, 85.14, 0.04, 0.02, 0.76, 0.02, 
106000, 23.93, 17.67, 83.47, 0.04, 0.02, 0.75, 0.02, 
107000, 24.38, 18, 97.11, 0.04, 0.02, 0.76, 0.02, 
108000, 24.9, 18.34, 105.03, 0.04, 0.02, 0.8, 0.01, 
109000, 25.3, 18.68, 105.96, 0.04, 0.02, 0.78, 0.02, 
110000, 25.83, 19.07, 95.44, 0.05, 0.03, 0.8, 0.02, 
111000, 26.31, 19.43, 96.79, 0.05, 0.02, 0.8, 0.02, 
112000, 26.78, 19.78, 114.99, 0.05, 0.02, 0.82, 0.02, 
113000, 27.32, 20.08, 129.1, 0.04, 0.03, 0.8, 0.02, 
114000, 27.72, 20.45, 116.58, 0.05, 0.03, 0.82, 0.02, 
115000, 28.25, 20.8, 122.88, 0.06, 0.02, 0.84, 0.02, 
116000, 28.77, 21.22, 126.83, 0.05, 0.03, 0.85, 0.02, 
117000, 29.29, 21.56, 129.59, 0.07, 0.02, 0.85, 0.02, 
118000, 29.77, 21.92, 142.05, 0.06, 0.02, 0.87, 0.02, 
119000, 30.39, 22.27, 145.88, 0.06, 0.02, 0.88, 0.02, 
120000, 30.84, 22.69, 121.41, 0.06, 0.03, 0.87, 0.02, 
